timestamp_ms,real_x,real_y,pred_x,pred_y
16253201,81.8125,5.75,74.5312,6.23438
16253241,86.8125,6.0625,89.875,5.42188
16253282,92,7,90.5625,6.29688
16253322,104.562,6.25,95.8906,7.70312
16253363,104.562,6.25,113.984,5.6875
16253403,106.625,8.75,104.562,6.25
16253443,106,14.0625,108.172,10.625
16253483,106.312,15.9375,105.531,18.0469
16253523,106.312,15.9375,106.547,17.3438
16253563,107.188,24.875,106.312,15.9375
16253604,106.5,26.0625,107.844,31.5781
16253644,107.625,36.125,105.95,27.0125
16253684,107.938,62.5,108.469,43.6719
16253724,108.188,82,108.172,82.2812
16253764,108.188,82,108.381,97.1125
16253804,89.3125,104.312,108.188,82
16253844,89.3125,104.312,74.6844,121.605
16253886,77.1875,103.438,89.3125,104.312
16253926,58.5,102.188,68.3156,102.797
16253966,48,101.938,44.4844,101.25
16254006,39.5,101.875,39.8625,101.744
16254046,31.0625,102.438,33.125,101.828
16254086,23.0625,103.75,24.7344,102.859
16254126,8.0625,103.25,16.8625,104.767
16254166,7.25,99.4375,-3.1875,102.875
16254207,6.5,90.5,6.80312,97.3406
16254247,6.5,90.5,5.9375,83.7969
16254287,7.0625,88.75,6.5,90.5
16254327,6.5625,88.4375,7.5125,87.35
16254369,8.125,89.5625,6.1875,88.2031
16254411,8.1875,91.125,9.26829,90.3857
16254451,9.25,89.1875,8.23323,92.2683
16254495,10.3125,82.6875,10.0469,87.7344
16254535,15.4375,63.6875,11.0538,78.1526
16254575,19.5,40.3125,19.4094,48.9625
